File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF660DYX	fastq	reads	ENCSR545HTM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF532EWW		3398641390	Michael Snyder, Stanford	9941a79b231c7a656d693c7737eda9a5		https://www.encodeproject.org/files/ENCFF660DYX/@@download/ENCFF660DYX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF532EWW	fastq	reads	ENCSR545HTM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF660DYX		4080370509	Michael Snyder, Stanford	744acc140e200384e6a7d846a574b3de		https://www.encodeproject.org/files/ENCFF532EWW/@@download/ENCFF532EWW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF560YRQ	fastq	reads	ENCSR184VVN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT1-human	RNA					False	2018-01-17	ENCODE				1	1	101		paired-ended	1	ENCFF763FGF		2478005283	Michael Snyder, Stanford	6f6dcd96a216edba684187b86597eb80		https://www.encodeproject.org/files/ENCFF560YRQ/@@download/ENCFF560YRQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF763FGF	fastq	reads	ENCSR184VVN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT1-human	RNA					False	2018-01-17	ENCODE				1	1	101		paired-ended	2	ENCFF560YRQ		3043178693	Michael Snyder, Stanford	0b9437d61cf8790c740ffb1c9ba2672c		https://www.encodeproject.org/files/ENCFF763FGF/@@download/ENCFF763FGF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF075DAD	fastq	reads	ENCSR184VVN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT1-human	RNA					False	2018-01-17	ENCODE				2	1	101		paired-ended	1	ENCFF201FDN		2793437567	Michael Snyder, Stanford	6ff6dd5cae874bbf2073ad6e2b69a9ed		https://www.encodeproject.org/files/ENCFF075DAD/@@download/ENCFF075DAD.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF201FDN	fastq	reads	ENCSR184VVN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT1-human	RNA					False	2018-01-17	ENCODE				2	1	101		paired-ended	2	ENCFF075DAD		3370836213	Michael Snyder, Stanford	a64897ca71ab33583d694906d7df70c7		https://www.encodeproject.org/files/ENCFF201FDN/@@download/ENCFF201FDN.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF998FFZ	fastq	reads	ENCSR381TNV	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFATC1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF746HFZ		1596060445	Michael Snyder, Stanford	beedc878ebe79c6adb6c1cbdefea59f2		https://www.encodeproject.org/files/ENCFF998FFZ/@@download/ENCFF998FFZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF746HFZ	fastq	reads	ENCSR381TNV	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFATC1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF998FFZ		1852992072	Michael Snyder, Stanford	6955492c2015644f4826792c5e2b522f		https://www.encodeproject.org/files/ENCFF746HFZ/@@download/ENCFF746HFZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF716TIO	fastq	reads	ENCSR381TNV	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFATC1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF837SYM		1137601178	Michael Snyder, Stanford	d92303bf8301b180e9e1b12468a7e38c		https://www.encodeproject.org/files/ENCFF716TIO/@@download/ENCFF716TIO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF837SYM	fastq	reads	ENCSR381TNV	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFATC1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF716TIO		1321216544	Michael Snyder, Stanford	beb468f7d9f520781b43c7dd0944588d		https://www.encodeproject.org/files/ENCFF837SYM/@@download/ENCFF837SYM.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF694RBP	fastq	reads	ENCSR103URL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF384-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF249IVS		3165116410	Michael Snyder, Stanford	54734ab6a7be66566388b139f10fbbca		https://www.encodeproject.org/files/ENCFF694RBP/@@download/ENCFF694RBP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF782ARK	fastq	reads	ENCSR103URL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF384-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF998LRA		1764120744	Michael Snyder, Stanford	aaf32a0bdc54b74bbf982ff145381029		https://www.encodeproject.org/files/ENCFF782ARK/@@download/ENCFF782ARK.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF998LRA	fastq	reads	ENCSR103URL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF384-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF782ARK		2149644696	Michael Snyder, Stanford	0157456e83543206917768940128bde3		https://www.encodeproject.org/files/ENCFF998LRA/@@download/ENCFF998LRA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF249IVS	fastq	reads	ENCSR103URL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF384-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF694RBP		2588842358	Michael Snyder, Stanford	3ca91450f038d5844b449f2ec21d3046		https://www.encodeproject.org/files/ENCFF249IVS/@@download/ENCFF249IVS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF592NSH	fastq	reads	ENCSR084NTT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SRF-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF792EIA		3220607901	Michael Snyder, Stanford	133177800339d259b14ae0dcfd6f59d3		https://www.encodeproject.org/files/ENCFF592NSH/@@download/ENCFF592NSH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF895PQS	fastq	reads	ENCSR084NTT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SRF-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF852EEV		2647187999	Michael Snyder, Stanford	1f109d95e505eccae132eeef7b774954		https://www.encodeproject.org/files/ENCFF895PQS/@@download/ENCFF895PQS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF852EEV	fastq	reads	ENCSR084NTT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SRF-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF895PQS		3361843416	Michael Snyder, Stanford	80635b71de46e00e42e35cb8c883940b		https://www.encodeproject.org/files/ENCFF852EEV/@@download/ENCFF852EEV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF792EIA	fastq	reads	ENCSR084NTT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SRF-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF592NSH		3874795370	Michael Snyder, Stanford	ddb9729f75db22ea442d3eb7b850f77c		https://www.encodeproject.org/files/ENCFF792EIA/@@download/ENCFF792EIA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF430CTU	fastq	reads	ENCSR773VKE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXK2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF690BRR		2729197210	Michael Snyder, Stanford	05a484309efe48b7c44a2b1675f49484		https://www.encodeproject.org/files/ENCFF430CTU/@@download/ENCFF430CTU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF690BRR	fastq	reads	ENCSR773VKE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXK2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF430CTU		2296267558	Michael Snyder, Stanford	ceecbbb933a53d320bb530f4ab1058ee		https://www.encodeproject.org/files/ENCFF690BRR/@@download/ENCFF690BRR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF164ZNI	fastq	reads	ENCSR773VKE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXK2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF396VUC		4567157576	Michael Snyder, Stanford	6da7942325e60c6ea9aa1cff069ecf48		https://www.encodeproject.org/files/ENCFF164ZNI/@@download/ENCFF164ZNI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF396VUC	fastq	reads	ENCSR773VKE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXK2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF164ZNI		5273745382	Michael Snyder, Stanford	278de4b74e6bf5f0b3422111f8e32f13		https://www.encodeproject.org/files/ENCFF396VUC/@@download/ENCFF396VUC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF170AQF	fastq	reads	ENCSR243VNX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF123RGW		2010100600	Michael Snyder, Stanford	2d5b47631bf452bace16b37351a3faff		https://www.encodeproject.org/files/ENCFF170AQF/@@download/ENCFF170AQF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF783BKT	fastq	reads	ENCSR243VNX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF847TNV		1938610642	Michael Snyder, Stanford	3400267d1b2f078c7cf0c052ff49bec7		https://www.encodeproject.org/files/ENCFF783BKT/@@download/ENCFF783BKT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF847TNV	fastq	reads	ENCSR243VNX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF783BKT		2350116080	Michael Snyder, Stanford	eca49c788ba03bb13ee8ef56941017b6		https://www.encodeproject.org/files/ENCFF847TNV/@@download/ENCFF847TNV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF123RGW	fastq	reads	ENCSR243VNX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF170AQF		2466998421	Michael Snyder, Stanford	998d5a20e85942468ccb4e67ee6a949f		https://www.encodeproject.org/files/ENCFF123RGW/@@download/ENCFF123RGW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF327QAL	fastq	reads	ENCSR052BWT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF2-human	RNA					False	2017-11-18	ENCODE				1	1	151		paired-ended	2	ENCFF718PVC		3311769390	Michael Snyder, Stanford	8b1f6c07c7f83471877996b417b9a501		https://www.encodeproject.org/files/ENCFF327QAL/@@download/ENCFF327QAL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF718PVC	fastq	reads	ENCSR052BWT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF2-human	RNA					False	2017-11-18	ENCODE				1	1	151		paired-ended	1	ENCFF327QAL		2718334611	Michael Snyder, Stanford	59f149e6babf3c9bc935cc5a00551489		https://www.encodeproject.org/files/ENCFF718PVC/@@download/ENCFF718PVC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF153RKC	fastq	reads	ENCSR052BWT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF412SGL		2928804482	Michael Snyder, Stanford	f95b6403fbd9cf7fa676e5d36210bbab		https://www.encodeproject.org/files/ENCFF153RKC/@@download/ENCFF153RKC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF412SGL	fastq	reads	ENCSR052BWT	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF153RKC		3551447118	Michael Snyder, Stanford	61b0b9cfbc8db664b38e0f7a324563d5		https://www.encodeproject.org/files/ENCFF412SGL/@@download/ENCFF412SGL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF764HYT	fastq	reads	ENCSR557BMX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				GATA2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF686GOT		2146436085	Michael Snyder, Stanford	a7de7b0d83a80bce2d6993db56024681		https://www.encodeproject.org/files/ENCFF764HYT/@@download/ENCFF764HYT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF686GOT	fastq	reads	ENCSR557BMX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				GATA2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF764HYT		2343141654	Michael Snyder, Stanford	f30c82921be5718649cb151b402692a6		https://www.encodeproject.org/files/ENCFF686GOT/@@download/ENCFF686GOT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF837JVR	fastq	reads	ENCSR557BMX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				GATA2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF069BOS		2012623622	Michael Snyder, Stanford	7e9457c5eb377ccd165073b2b1ed2bc2		https://www.encodeproject.org/files/ENCFF837JVR/@@download/ENCFF837JVR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF069BOS	fastq	reads	ENCSR557BMX	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				GATA2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF837JVR		1839453510	Michael Snyder, Stanford	03cc70c12f1a6ac43f2f23f6e10196d9		https://www.encodeproject.org/files/ENCFF069BOS/@@download/ENCFF069BOS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF542NYJ	fastq	reads	ENCSR620DOP	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				KLF2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF343HHD		2895445307	Michael Snyder, Stanford	a8d01dc98eaf33cbac75321ebe1a9a48		https://www.encodeproject.org/files/ENCFF542NYJ/@@download/ENCFF542NYJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF125MSP	fastq	reads	ENCSR620DOP	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				KLF2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF605PSQ		3019931082	Michael Snyder, Stanford	d8273a7ac63d14806ce60966771cdcbc		https://www.encodeproject.org/files/ENCFF125MSP/@@download/ENCFF125MSP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF343HHD	fastq	reads	ENCSR620DOP	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				KLF2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF542NYJ		2437994591	Michael Snyder, Stanford	f6cc017b6a70fdaeb5b1267e44ab6855		https://www.encodeproject.org/files/ENCFF343HHD/@@download/ENCFF343HHD.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF605PSQ	fastq	reads	ENCSR620DOP	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				KLF2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF125MSP		2591130209	Michael Snyder, Stanford	b429c14c122ddcc9ec0334d02c002643		https://www.encodeproject.org/files/ENCFF605PSQ/@@download/ENCFF605PSQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF297OZN	fastq	reads	ENCSR016WFQ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF568AEP		2782322841	Michael Snyder, Stanford	86438b5e962efae15a54e61d2271193a		https://www.encodeproject.org/files/ENCFF297OZN/@@download/ENCFF297OZN.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF568AEP	fastq	reads	ENCSR016WFQ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF297OZN		3374327066	Michael Snyder, Stanford	162a530cebba06d63705d2fcad23100c		https://www.encodeproject.org/files/ENCFF568AEP/@@download/ENCFF568AEP.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF883YZS	fastq	reads	ENCSR016WFQ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF586CLX		2074713638	Michael Snyder, Stanford	93c05da8e05c1666bbe1972df06f4886		https://www.encodeproject.org/files/ENCFF883YZS/@@download/ENCFF883YZS.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF586CLX	fastq	reads	ENCSR016WFQ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF883YZS		2493553878	Michael Snyder, Stanford	011c77189580c64bb77872284b5d7834		https://www.encodeproject.org/files/ENCFF586CLX/@@download/ENCFF586CLX.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF439CAM	fastq	reads	ENCSR263IOO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGB2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF652HXB		2367132386	Michael Snyder, Stanford	3d78b444e4df05c3d7ba8dda440f42f9		https://www.encodeproject.org/files/ENCFF439CAM/@@download/ENCFF439CAM.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF753DPT	fastq	reads	ENCSR263IOO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGB2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF673JSF		2241048680	Michael Snyder, Stanford	4de5edd2ef466ee9c50525ef43123a59		https://www.encodeproject.org/files/ENCFF753DPT/@@download/ENCFF753DPT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF652HXB	fastq	reads	ENCSR263IOO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGB2-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF439CAM		2830167918	Michael Snyder, Stanford	2c1533ec9990ea27e8db9935607ec248		https://www.encodeproject.org/files/ENCFF652HXB/@@download/ENCFF652HXB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF673JSF	fastq	reads	ENCSR263IOO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGB2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF753DPT		2692270828	Michael Snyder, Stanford	7ecf9de54e568abafa0d2457f2db9b5d		https://www.encodeproject.org/files/ENCFF673JSF/@@download/ENCFF673JSF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF216HRF	fastq	reads	ENCSR190RZZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				BACH1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF165LDZ		1595284487	Michael Snyder, Stanford	464d56624e7e9b368985404d35a2da10		https://www.encodeproject.org/files/ENCFF216HRF/@@download/ENCFF216HRF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF165LDZ	fastq	reads	ENCSR190RZZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				BACH1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF216HRF		1908711421	Michael Snyder, Stanford	41697538f6fcf4a41435981cfd7ada2b		https://www.encodeproject.org/files/ENCFF165LDZ/@@download/ENCFF165LDZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF268MIT	fastq	reads	ENCSR190RZZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				BACH1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF002RJH		2070237320	Michael Snyder, Stanford	0d57f512e81766872e6e477de6a82c4a		https://www.encodeproject.org/files/ENCFF268MIT/@@download/ENCFF268MIT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF002RJH	fastq	reads	ENCSR190RZZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				BACH1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF268MIT		2460826634	Michael Snyder, Stanford	ab5a462fdded4456122bb159b55d14f4		https://www.encodeproject.org/files/ENCFF002RJH/@@download/ENCFF002RJH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF330CKH	fastq	reads	ENCSR389OCD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				JUND-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF338ZHW		2435839473	Michael Snyder, Stanford	df33a69603da6afddd90d6cd43e9871a		https://www.encodeproject.org/files/ENCFF330CKH/@@download/ENCFF330CKH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
